Longitude,Latitude,xxx
100.20443,5.279233,0
100.204155,5.279194,0
100.203883,5.279174,0
100.203632,5.279058,0
100.203495,5.279029,0
100.203423,5.279035,0
100.203288,5.279085,0
100.20309,5.27923,0
100.203001,5.279331,0
100.202861,5.279531,0
100.202707,5.279671,0
100.202644,5.279703,0
100.202515,5.279717,0
100.202229,5.279636,0
100.202045,5.279631,0
100.201659,5.27973,0
100.201229,5.279883,0
100.201066,5.27996,0
100.200929,5.280046,0
100.200834,5.28015,0
100.200402,5.280659,0
100.200167,5.281057,0
100.200131,5.281096,0
100.200012,5.281168,0
100.199882,5.281201,0
100.199644,5.281194,0
100.19938,5.28112,0
100.199285,5.281123,0
100.199199,5.281162,0
100.199046,5.281271,0
100.198901,5.2814,0
100.198842,5.281515,0
100.198705,5.281886,0
100.198574,5.282079,0
100.198506,5.282146,0
100.198416,5.282206,0
100.198195,5.282317,0
100.197979,5.282384,0
100.197202,5.282394,0
100.194683,5.282339,0
100.193938,5.282302,0
100.193114,5.282204,0
100.192505,5.28216,0
100.191326,5.281923,0
